id;name;slug;uic;uic8_sncf;latitude;longitude;parent_station_id;hub_id;country;time_zone
11757;Frankfurt-Louisa;frankfurt-louisa;8011095;80110957;50.083957;8.670113;7602;;DE;Europe/Berlin
11758;Frankfurt-Mainkur;frankfurt-mainkur;8011086;80110866;50.134431;8.766963;7602;;DE;Europe/Berlin
11759;Frankfurt-Nied;frankfurt-nied;8011099;80110999;50.102519;8.570738;7602;;DE;Europe/Berlin
11760;Frankfurt-Niederrad;frankfurt-niederrad;8011088;80110882;50.081287;8.637078;7602;;DE;Europe/Berlin
11761;Frankfurt-Höchst Farbwerke;frankfurt-hochst-farbwerke;8011103;80111039;50.098555;8.528731;7602;;DE;Europe/Berlin
11762;Frankfurt-Rödelheim;frankfurt-rodelheim;8011126;80111260;50.124615;8.607027;7602;;DE;Europe/Berlin
11763;Frankfurt-Sindlingen;frankfurt-sindlingen;8011106;80111062;50.087184;8.511867;7602;;DE;Europe/Berlin
11764;Frankfurt-Sossenheim;frankfurt-sossenheim;8011107;80111070;50.115077;8.553523;7602;;DE;Europe/Berlin
11765;Frankfurt-Zeilsheim;frankfurt-zeilsheim;8069802;80698027;50.090213;8.506402;7602;;DE;Europe/Berlin
11766;Ludwigshafen (Rhein) BASF Süd;ludwigshafen-rhein-basf-sud;8019080;80190801;49.493968;8.438956;29026;;DE;Europe/Berlin
11767;Frauenau;frauenau;8026470;80264705;48.98765;13.300043;;;DE;Europe/Berlin
11768;Frankfurt (M) Ostendstraße;frankfurt-m-ostendstrasse;8011469;80114694;50.11256;8.696982;7602;;DE;Europe/Berlin
11769;Frankfurt (M) Stresemannallee;frankfurt-m-stresemannallee;8011471;80114710;50.094438;8.671246;7602;;DE;Europe/Berlin
11770;Freden (Leine);freden-leine;8013061;80130617;51.927788;9.899002;;;DE;Europe/Berlin
11771;Freiberg (Neckar);freiberg-neckar;8029591;80295915;48.93011;9.197798;;;DE;Europe/Berlin
11772;Freiburg West;freiburg-west;8014354;80143545;48.027324;7.812884;7692;;DE;Europe/Berlin
11773;Freiburg-Herdern;freiburg-herdern;8014349;80143495;48.00824;7.850971;7692;;DE;Europe/Berlin
11774;Freiburg-St Georgen;freiburg-st-georgen;8014404;80144048;47.975492;7.803005;7692;;DE;Europe/Berlin
11775;Freiburg-Wiehre;freiburg-wiehre;8014364;80143644;47.982414;7.854127;7692;;DE;Europe/Berlin
11776;Freiburg-Zähringen;freiburg-zahringen;8014348;80143487;48.024366;7.863736;7692;;DE;Europe/Berlin
11777;Freihalden;freihalden;8002104;80021048;48.384708;10.502196;;;DE;Europe/Berlin
11778;Freihöls;freihols;8026188;80261883;49.401559;12.01953;;;DE;Europe/Berlin
11779;Freihung;freihung;8026158;80261586;49.627224;11.902877;;;DE;Europe/Berlin
11780;Freiburg Klinikum;freiburg-klinikum;8039279;80392795;48.005561;7.842755;7692;;DE;Europe/Berlin
11781;Frellstedt;frellstedt;8013230;80132308;52.213744;10.909992;;;DE;Europe/Berlin
11782;Fremersdorf;fremersdorf;8025348;80253484;49.41008;6.647864;;;DE;Europe/Berlin
11783;Fresenburg;fresenburg;8047224;80472241;53.842598;10.390586;;;DE;Europe/Berlin
11784;Freudenstadt Industriegebiet;freudenstadt-industriegebiet;8066084;80660845;48.464964;8.434938;;;DE;Europe/Berlin
11785;Freudenberg-Kirschfurt;freudenberg-kirschfurt;8022650;80226506;49.743751;9.317984;;;DE;Europe/Berlin
11786;Freudenstadt Schulzentrum;freudenstadt-schulzentrum;8066083;80660837;48.467409;8.421418;;;DE;Europe/Berlin
11787;Freusburg Siedlung;freusburg-siedlung;8019545;80195453;50.816128;7.896115;;;DE;Europe/Berlin
11788;Freyung Bf;freyung-bf;;;48.802841;13.548352;;;DE;Europe/Berlin
11789;Frickhofen;frickhofen;8011539;80115394;50.504904;8.030675;;;DE;Europe/Berlin
11790;Fridingen (b Tuttlingen);fridingen-b-tuttlingen;8029260;80292607;48.031818;8.936059;;;DE;Europe/Berlin
11791;Fridolfing;fridolfing;8020024;80200246;47.984202;12.799686;;;DE;Europe/Berlin
11792;Friedberg (Augsburg);friedberg-augsburg;8002139;80021394;48.352041;10.98249;;;DE;Europe/Berlin
11793;Friedelhausen;friedelhausen;8011685;80116855;50.671609;8.71096;;;DE;Europe/Berlin
11794;Friedensdorf (Lahn);friedensdorf-lahn;8005326;80053264;50.857461;8.560751;;;DE;Europe/Berlin
11795;Ludwigsau-Friedlos;ludwigsau-friedlos;8005649;80056499;50.896878;9.743327;;;DE;Europe/Berlin
11796;Friedrich Wilhelmshütte;friedrich-wilhelmshutte;8015575;80155754;50.802042;7.159377;;;DE;Europe/Berlin
11797;Friedberg Süd;friedberg-sud;8002121;80021212;50.320346;8.747169;;;DE;Europe/Berlin
11798;Hamburg Friedrichsberg;hamburg-friedrichsberg;8001122;80011221;53.576329;10.057437;7626;;DE;Europe/Berlin
11799;Friedrichsdorf (Taunus);friedrichsdorf-taunus;8011140;80111401;50.252487;8.644773;;;DE;Europe/Berlin
11800;Friedrichsfeld (Niederrhein);friedrichsfeld-niederrhein;8010273;80102731;51.628483;6.6455;;;DE;Europe/Berlin
11801;Friedrichshafen Hafen;friedrichshafen-hafen;8029163;80291633;47.651206;9.482819;29334;;DE;Europe/Berlin
11802;Friedrichshafen-Fischbach;friedrichshafen-fischbach;8029166;80291666;47.672421;9.417566;29334;;DE;Europe/Berlin
11803;Friedrichsruh;friedrichsruh;8001058;80010587;53.528335;10.3387;;;DE;Europe/Berlin
11804;Friedrichstal (Baden);friedrichstal-baden;8014069;80140699;49.11011;8.476701;;;DE;Europe/Berlin
11805;Friedrichsthal (Saar);friedrichsthal-saar;8025424;80254243;49.320062;7.089127;;;DE;Europe/Berlin
11806;Friedrichsthal (b Bayreuth);friedrichsthal-b-bayreuth;8022254;80222547;49.962593;11.627834;;;DE;Europe/Berlin
11807;Friedrichshafen Flughafen;friedrichshafen-flughafen;8037288;80372888;47.672214;9.523711;29334;;DE;Europe/Berlin
11808;Friedrichshafen Landratsamt;friedrichshafen-landratsamt;8064618;80646182;47.657148;9.451986;29334;;DE;Europe/Berlin
11809;Friesenheim (Baden);friesenheim-baden;8014318;80143180;48.381589;7.862945;;;DE;Europe/Berlin
11810;Friedrichstal bei Freudenstadt;friedrichstal-bei-freudenstadt;8066082;80660829;48.4818;8.376921;;;DE;Europe/Berlin
11811;Frimmersdorf;frimmersdorf;8015279;80152793;51.045704;6.566476;;;DE;Europe/Berlin
11812;Fritzlar;fritzlar;8005282;80052829;51.125114;9.282144;;;DE;Europe/Berlin
11813;Frömern;fromern;8008010;80080101;51.498266;7.736125;;;DE;Europe/Berlin
11814;Friedrichsthal (Saar) Mitte;friedrichsthal-saar-mitte;8072181;80721811;49.327164;7.093918;;;DE;Europe/Berlin
11815;Frommern;frommern;8029346;80293464;48.244036;8.872119;;;DE;Europe/Berlin
11816;Fronhausen (Lahn);fronhausen-lahn;8011684;80116848;50.706334;8.698654;;;DE;Europe/Berlin
11817;Fürfurt;furfurt;8011444;80114447;50.430491;8.25314;;;DE;Europe/Berlin
11818;Fürstenfeldbruck;furstenfeldbruck;8020359;80203596;48.171655;11.262144;;;DE;Europe/Berlin
11819;Fürstenwald;furstenwald;8005292;80052928;51.380354;9.359568;;;DE;Europe/Berlin
11820;Fürstenzell;furstenzell;8026513;80265132;48.513182;13.333816;;;DE;Europe/Berlin
11821;Fürth Westvorstadt;furth-westvorstadt;8022762;80227629;49.468798;10.971397;29029;;DE;Europe/Berlin
11822;Fürth (Odenw);furth-odenw;8011319;80113191;49.648735;8.781678;;;DE;Europe/Berlin
11823;Fürth-Burgfarrnbach;furth-burgfarrnbach;8022485;80224857;49.491028;10.923628;29029;;DE;Europe/Berlin
11824;Fürth-Dambach;furth-dambach;8022763;80227637;49.460744;10.970192;29029;;DE;Europe/Berlin
11825;Fürth-Unterfarrnbach;furth-unterfarrnbach;8022186;80221861;49.48319;10.96719;29029;;DE;Europe/Berlin
11826;Fürth-Unterfürberg;furth-unterfurberg;8022484;80224840;49.474911;10.957535;29029;;DE;Europe/Berlin
11827;Furth (b Deisenhofen);furth-b-deisenhofen;8020250;80202507;48.035522;11.59328;;;DE;Europe/Berlin
11828;Gablingen;gablingen;8002066;80020669;48.463417;10.850753;;;DE;Europe/Berlin
11829;Gärtringen;gartringen;8029392;80293928;48.641125;8.90911;;;DE;Europe/Berlin
11830;Gäufelden;gaufelden;8029395;80293951;48.559665;8.850311;;;DE;Europe/Berlin
11831;Gaimersheim;gaimersheim;8020406;80204065;48.798787;11.36979;;;DE;Europe/Berlin
11832;Gaißach;gaissach;8053407;80534073;47.737467;11.5754;;;DE;Europe/Berlin
11833;Galgenschanze;galgenschanze;8019685;80196857;49.435493;7.744126;;;DE;Europe/Berlin
11834;Gamburg (Tauber);gamburg-tauber;8029770;80297705;49.698293;9.59558;;;DE;Europe/Berlin
11835;Ganderkesee;ganderkesee;8021601;80216010;53.03525;8.542772;;;DE;Europe/Berlin
11836;Garbeck;garbeck;8008228;80082289;51.320558;7.839996;;;DE;Europe/Berlin
11837;Garbenteich;garbenteich;8011418;80114181;50.540285;8.745272;;;DE;Europe/Berlin
11838;Garching (Alz);garching-alz;8020032;80200329;48.130367;12.572987;;;DE;Europe/Berlin
11839;Garding;garding;;;54.326946;8.784735;;;DE;Europe/Berlin
11840;Garmisch-Partenkirchen Hausberg;garmisch-partenkirchen-hausberg;8088400;80884007;47.483485;11.092347;;;DE;Europe/Berlin
11841;Gars (Inn);gars-inn;8020190;80201905;48.147536;12.298546;;;DE;Europe/Berlin
11842;Gau Bickelheim;gau-bickelheim;8019224;80192245;49.840295;8.020292;;;DE;Europe/Berlin
11843;Gaubüttelbrunn;gaubuttelbrunn;8029760;80297606;49.634316;9.854586;;;DE;Europe/Berlin
11844;Gauting;gauting;8020327;80203273;48.070724;11.376658;;;DE;Europe/Berlin
11845;Geisingen-Aulfingen;geisingen-aulfingen;8084937;80849372;47.886409;8.66161;;;DE;Europe/Berlin
11846;Geeste;geeste;8021077;80210773;52.598096;7.312041;;;DE;Europe/Berlin
11847;Geisingen-Hausen;geisingen-hausen;8084935;80849356;47.912442;8.678599;;;DE;Europe/Berlin
11848;Geigant;geigant;8026253;80262535;49.323352;12.681424;;;DE;Europe/Berlin
11849;Geilhausen;geilhausen;8019624;80196246;50.771569;7.638664;;;DE;Europe/Berlin
11850;Geiselhöring;geiselhoring;8026346;80263467;48.822393;12.392079;;;DE;Europe/Berlin
11851;Geisenbrunn;geisenbrunn;8020337;80203372;48.109206;11.324637;;;DE;Europe/Berlin
11852;Geisenhausen;geisenhausen;8026369;80263699;48.473962;12.248324;;;DE;Europe/Berlin
11853;Geisingen-Kirchen;geisingen-kirchen;8084936;80849364;47.905061;8.674347;;;DE;Europe/Berlin
11854;Geisingen;geisingen;8014533;80145334;47.921341;8.653951;;;DE;Europe/Berlin
11855;Geisingen-Leipferdingen;geisingen-leipferdingen;8084938;80849380;47.86906;8.654625;;;DE;Europe/Berlin
11856;Geislingen (Steige) West;geislingen-steige-west;8029085;80290858;48.63077;9.82191;;;DE;Europe/Berlin
11857;Geitau;geitau;8053408;80534081;47.693887;11.966404;;;DE;Europe/Berlin
11858;Gelsenkirchen Zoo;gelsenkirchen-zoo;8010040;80100404;51.53798;7.11142;29372;;DE;Europe/Berlin
11859;Gelsenkirchen-Buer Nord;gelsenkirchen-buer-nord;8010018;80100180;51.587088;7.050617;;;DE;Europe/Berlin
11860;Gelsenkirchen-Buer Süd;gelsenkirchen-buer-sud;8010047;80100479;51.549082;7.040153;;;DE;Europe/Berlin
11861;Gelsenkirchen-Hassel;gelsenkirchen-hassel;8010397;80103978;51.610855;7.066689;;;DE;Europe/Berlin
11862;Gelsenkirchen-Rotthausen;gelsenkirchen-rotthausen;8010167;80101675;51.492647;7.088938;29372;;DE;Europe/Berlin
11863;Gemmingen;gemmingen;8029648;80296483;49.151299;8.984646;;;DE;Europe/Berlin
11864;Genderkingen;genderkingen;8002052;80020529;48.695842;10.885154;;;DE;Europe/Berlin
11865;Gendorf;gendorf;8083303;80833038;48.179484;12.721093;;;DE;Europe/Berlin
11866;Felsberg-Gensungen;felsberg-gensungen;8005373;80053736;51.131119;9.435626;;;DE;Europe/Berlin
11867;Georgensgmünd;georgensgmund;8022398;80223982;49.18384;11.016613;;;DE;Europe/Berlin
11868;Gennweiler;gennweiler;8080661;80806612;49.36998;7.049988;;;DE;Europe/Berlin
11869;Germersheim Mitte/Rhein;germersheim-mitte-rhein;8092077;80920777;49.219878;8.379303;;;DE;Europe/Berlin
11870;Geradstetten;geradstetten;8029522;80295220;48.805205;9.439752;;;DE;Europe/Berlin
11871;Germersheim Süd/Nolte;germersheim-sud-nolte;8092078;80920785;49.208344;8.373757;;;DE;Europe/Berlin
11872;Gerhausen;gerhausen;8029232;80292326;48.39972;9.806224;;;DE;Europe/Berlin
11873;Gerlachsheim;gerlachsheim;8029756;80297564;49.580884;9.710615;;;DE;Europe/Berlin
11874;Gerlenhofen;gerlenhofen;8002234;80022343;48.351331;10.037283;;;DE;Europe/Berlin
11875;Gernlinden;gernlinden;8020364;80203646;48.212906;11.299377;;;DE;Europe/Berlin
11876;Gernsheim;gernsheim;8011249;80112490;49.754089;8.490068;;;DE;Europe/Berlin
11877;Gernsbach Mitte;gernsbach-mitte;8069510;80695106;48.763082;8.339041;;;DE;Europe/Berlin
11878;Geroldshausen;geroldshausen;8029763;80297630;49.686939;9.903991;;;DE;Europe/Berlin
11879;Gersfeld (Rhön);gersfeld-rhon;8005857;80058578;50.449341;9.914337;;;DE;Europe/Berlin
11880;Gersthofen;gersthofen;8002067;80020677;48.42302;10.861189;;;DE;Europe/Berlin
11881;Gertenbach;gertenbach;8005492;80054924;51.379734;9.804705;;;DE;Europe/Berlin
11882;Gessertshausen;gessertshausen;8002113;80021139;48.333712;10.732383;;;DE;Europe/Berlin
11883;Gettenau-Bingenheim;gettenau-bingenheim;8011398;80113985;50.379189;8.885792;;;DE;Europe/Berlin
11884;Gettorf;gettorf;8001389;80013896;54.40989;9.978673;;;DE;Europe/Berlin
11885;Gevelsberg Hbf;gevelsberg-hbf;8008043;80080432;51.324432;7.339935;;;DE;Europe/Berlin
11886;Gevelsberg West;gevelsberg-west;8008497;80084970;51.317178;7.31356;;;DE;Europe/Berlin
11887;Gießen Oswaldsgarten;giessen-oswaldsgarten;8079952;80799528;50.58835;8.669134;;;DE;Europe/Berlin
11888;Gifhorn Stadt;gifhorn-stadt;8013173;80131730;52.479789;10.542791;;;DE;Europe/Berlin
11889;Gilching-Argelsried;gilching-argelsried;8020338;80203380;48.105674;11.299602;;;DE;Europe/Berlin
11890;Gingen (Fils);gingen-fils;8029083;80290833;48.661036;9.787823;;;DE;Europe/Berlin
11891;Girod;girod;8019659;80196592;50.454474;7.902767;;;DE;Europe/Berlin
11892;Gittelde/Bad Grund (Harz);gittelde-bad-grund-harz;8013103;80131037;51.78735;10.203269;;;DE;Europe/Berlin
11893;Gladbeck Ost;gladbeck-ost;8010048;80100487;51.575762;6.994542;;;DE;Europe/Berlin
11894;Gladbeck-Zweckel;gladbeck-zweckel;8010188;80101881;51.59027;6.98442;;;DE;Europe/Berlin
11895;Glan-Münchweiler;glan-munchweiler;8019688;80196881;49.470173;7.444848;;;DE;Europe/Berlin
11896;Glanzstoffwerke;glanzstoffwerke;8022636;80226365;49.828573;9.152196;;;DE;Europe/Berlin
11897;Glauburg-Glauberg;glauburg-glauberg;8011203;80112037;50.313748;8.996017;;;DE;Europe/Berlin
11898;Glesch;glesch;8015288;80152884;50.971264;6.589632;;;DE;Europe/Berlin
11899;Godelheim;godelheim;8013326;80133264;51.734907;9.356808;;;DE;Europe/Berlin
11900;Godramstein;godramstein;8019689;80196899;49.206852;8.076466;;;DE;Europe/Berlin
11901;Göbelnrod;gobelnrod;8011637;80116376;50.597627;8.921452;;;DE;Europe/Berlin
11902;Göhrde;gohrde;8001149;80011494;53.167904;10.85184;;;DE;Europe/Berlin
11903;Gölshausen Industriegebiet;golshausen-industriegebiet;8038308;80383083;49.051806;8.739879;;;DE;Europe/Berlin
11904;Gölshausen;golshausen;8014101;80141010;49.044903;8.724714;;;DE;Europe/Berlin
11905;Görschnitz;gorschnitz;8022257;80222570;49.957308;11.700314;;;DE;Europe/Berlin
11906;Dreieich-Götzenhain;dreieich-gotzenhain;8011289;80112896;49.994505;8.731267;;;DE;Europe/Berlin
11907;Gokels;gokels;8046170;80461707;54.119152;9.468239;;;DE;Europe/Berlin
11908;Goldenstedt (Oldb);goldenstedt-oldb;8021608;80216085;52.800614;8.394576;;;DE;Europe/Berlin
11909;Goldhausen;goldhausen;8019586;80195867;50.461423;7.873067;;;DE;Europe/Berlin
11910;Gondelsheim (Baden);gondelsheim-baden;8014093;80140939;49.059708;8.660279;;;DE;Europe/Berlin
11911;Gosberg;gosberg;8022144;80221440;49.704702;11.10948;;;DE;Europe/Berlin
11912;Goßfelden;gossfelden;8005320;80053207;50.868409;8.738252;;;DE;Europe/Berlin
11913;Goßmannsdorf;gossmannsdorf;8022674;80226746;49.684962;10.025597;;;DE;Europe/Berlin
11914;Gottenheim;gottenheim;8014358;80143586;48.051649;7.727828;;;DE;Europe/Berlin
11915;Gottmadingen;gottmadingen;8014492;80144923;47.737709;8.774937;;;DE;Europe/Berlin
11916;Gräfelfing;grafelfing;8020330;80203307;48.119742;11.425703;;;DE;Europe/Berlin
11917;Gräfenberg;grafenberg;8022226;80222265;49.641562;11.250422;;;DE;Europe/Berlin
11918;Gräveneck;graveneck;8011443;80114439;50.451903;8.250758;;;DE;Europe/Berlin
11919;Grafenaschau;grafenaschau;8020524;80205245;47.667027;11.137401;;;DE;Europe/Berlin
11920;Graben-Neudorf Nord;graben-neudorf-nord;8039278;80392787;49.177961;8.494096;;;DE;Europe/Berlin
11921;Grafing Stadt;grafing-stadt;8020213;80202135;48.046992;11.962664;;;DE;Europe/Berlin
11922;Grafrath;grafrath;8020357;80203570;48.132093;11.153258;;;DE;Europe/Berlin
11923;Grebenstein;grebenstein;8005181;80051813;51.447234;9.420533;;;DE;Europe/Berlin
11924;Grenzach;grenzach;8014458;80144584;47.550815;7.65987;;;DE;Europe/Berlin
11925;Lennestadt-Grevenbrück;lennestadt-grevenbruck;8008265;80082651;51.14178;8.017973;;;DE;Europe/Berlin
11926;Grießen (Baden);griessen-baden;8014480;80144808;47.628427;8.396005;;;DE;Europe/Berlin
11927;Edermünde-Grifte;edermunde-grifte;8005370;80053702;51.209955;9.448858;;;DE;Europe/Berlin
11928;Gröbenzell;grobenzell;8020366;80203661;48.194919;11.374105;;;DE;Europe/Berlin
11929;Grombach;grombach;8014194;80141945;49.226233;8.997851;;;DE;Europe/Berlin
11930;Bad Vilbel-Gronau;bad-vilbel-gronau;8011193;80111930;50.191639;8.783386;;;DE;Europe/Berlin
11931;Gronsdorf;gronsdorf;8020210;80202101;48.118259;11.698597;;;DE;Europe/Berlin
11932;Groß Gerau-Dornberg;gross-gerau-dornberg;8011243;80112433;49.912281;8.494707;;;DE;Europe/Berlin
11933;Groß Karben;gross-karben;8011154;80111542;50.232611;8.753497;;;DE;Europe/Berlin
11934;Frechen-Königsdorf;frechen-konigsdorf;8015325;80153254;50.936503;6.777848;;;DE;Europe/Berlin
11935;Groß Rohrheim;gross-rohrheim;8011250;80112508;49.714069;8.476854;;;DE;Europe/Berlin
11936;Groß-Umstadt Mitte;gross-umstadt-mitte;8011371;80113712;49.865213;8.924166;;;DE;Europe/Berlin
11937;Großarmschlag;grossarmschlag;8026473;80264739;48.885722;13.375921;;;DE;Europe/Berlin
11938;Großauheim (Kr Hanau);grossauheim-kr-hanau;8011173;80111732;50.10705;8.943898;29379;;DE;Europe/Berlin
11939;Großbüllesheim;grossbullesheim;8015425;80154252;50.686746;6.816187;;;DE;Europe/Berlin
11940;Großburgwedel;grossburgwedel;8013692;80136929;52.506568;9.857885;;;DE;Europe/Berlin
11941;Groß Düngen;gross-dungen;8013378;80133785;52.097729;10.020077;;;DE;Europe/Berlin
11942;Großen Buseck;grossen-buseck;8011634;80116343;50.605736;8.783;;;DE;Europe/Berlin
11943;Großen Linden;grossen-linden;8011410;80114108;50.527853;8.661996;;;DE;Europe/Berlin
11944;Großenkneten;grossenkneten;8021248;80212480;52.945097;8.241004;;;DE;Europe/Berlin
11945;Großenlüder;grossenluder;8005621;80056218;50.592935;9.550004;;;DE;Europe/Berlin
11946;Großgeschaidt;grossgeschaidt;8022220;80222208;49.565027;11.172207;;;DE;Europe/Berlin
11947;Großhelfendorf;grosshelfendorf;8020246;80202465;47.94581;11.781181;;;DE;Europe/Berlin
11948;Großhesselohe Isartalbf;grosshesselohe-isartalbf;8020504;80205047;48.071065;11.530948;;;DE;Europe/Berlin
11949;Großkarolinenfeld;grosskarolinenfeld;8020195;80201954;47.888827;12.084828;;;DE;Europe/Berlin
11950;Großkrotzenburg;grosskrotzenburg;8011174;80111740;50.087984;8.982498;;;DE;Europe/Berlin
11951;Heddesheim/Hirschberg;heddesheim-hirschberg;8011331;80113316;49.509411;8.633743;;;DE;Europe/Berlin
11952;Großwalbur;grosswalbur;8022819;80228197;50.327169;10.849818;;;DE;Europe/Berlin
11953;Grub (Oberbay);grub-oberbay;8020081;80200816;48.164571;11.782682;;;DE;Europe/Berlin
11954;Grub (Oberpf);grub-oberpf;8026255;80262550;49.357853;12.681649;;;DE;Europe/Berlin
11955;Grünberg (Oberhess);grunberg-oberhess;8011638;80116384;50.596585;8.959935;;;DE;Europe/Berlin
11956;Grünebach Ort;grunebach-ort;8088426;80884262;50.777061;7.902462;;;DE;Europe/Berlin
11957;Grünebacherhütte;grunebacherhutte;8088427;80884270;50.781493;7.8918;;;DE;Europe/Berlin
11958;Grünstadt Nord;grunstadt-nord;8000781;80007815;49.573351;8.170781;;;DE;Europe/Berlin
11959;Grünsfeld;grunsfeld;8029757;80297572;49.604931;9.745448;;;DE;Europe/Berlin
11960;Grunbach;grunbach;8029521;80295212;48.810356;9.420029;;;DE;Europe/Berlin
11961;Koblenz-Güls;koblenz-guls;8025094;80250944;50.340302;7.549167;29004;;DE;Europe/Berlin
11962;Gündlkofen;gundlkofen;8026364;80263640;48.526162;12.033643;;;DE;Europe/Berlin
11963;Günzach;gunzach;8002304;80023044;47.819601;10.439568;;;DE;Europe/Berlin
11964;Gundelfingen (Breisgau);gundelfingen-breisgau;8014347;80143479;48.044026;7.874181;;;DE;Europe/Berlin
11965;Gundelfingen (Bay);gundelfingen-bay;8002081;80020818;48.548779;10.377183;;;DE;Europe/Berlin
11966;Gundelsdorf;gundelsdorf;8022034;80220343;50.280605;11.301085;;;DE;Europe/Berlin
11967;Gundelshausen;gundelshausen;8026315;80263152;48.94488;12.003556;;;DE;Europe/Berlin
11968;Gundelsheim (Neckar);gundelsheim-neckar;8014132;80141325;49.282937;9.157868;;;DE;Europe/Berlin
11969;Gundersheim (Rheinhess);gundersheim-rheinhess;8019328;80193284;49.690166;8.196598;;;DE;Europe/Berlin
11970;Gustorf;gustorf;8015281;80152819;51.067026;6.570089;;;DE;Europe/Berlin
11971;Gutach (Breisgau);gutach-breisgau;8014340;80143404;48.113324;7.988488;;;DE;Europe/Berlin
11972;Guxhagen;guxhagen;8005403;80054031;51.204318;9.482163;;;DE;Europe/Berlin
11973;Lörrach-Haagen/Messe;lorrach-haagen-messe;8014443;80144436;47.633237;7.680895;29009;;DE;Europe/Berlin
11974;Haan;haan;8008180;80081802;51.188371;6.997922;;;DE;Europe/Berlin
11975;Haar;haar;8020209;80202093;48.111283;11.731219;;;DE;Europe/Berlin
11976;Hachenburg;hachenburg;8019536;80195362;50.664004;7.822898;;;DE;Europe/Berlin
11977;Hadamar;hadamar;8011213;80112136;50.447184;8.043448;;;DE;Europe/Berlin
11978;Hademarschen;hademarschen;8046171;80461715;54.122801;9.415004;;;DE;Europe/Berlin
11979;Hähnlein-Alsbach;hahnlein-alsbach;8011299;80112995;49.739346;8.606667;;;DE;Europe/Berlin
11980;Häuserhof;hauserhof;8011224;80112243;50.418589;8.939161;;;DE;Europe/Berlin
11981;Hagelstadt;hagelstadt;8026333;80263335;48.895861;12.21483;;;DE;Europe/Berlin
11982;Hagen (Han);hagen-han;8013730;80137307;52.57369;9.408946;;;DE;Europe/Berlin
11983;Gevelsberg-Kipp;gevelsberg-kipp;8008519;80085191;51.319929;7.32717;;;DE;Europe/Berlin
11984;Hagen-Heubing;hagen-heubing;8008041;80080416;51.352371;7.423462;29376;;DE;Europe/Berlin
11985;Hagen-Oberhagen;hagen-oberhagen;8008367;80083675;51.351157;7.478881;29376;;DE;Europe/Berlin
11986;Hagenbach;hagenbach;8019104;80191049;49.016038;8.252996;;;DE;Europe/Berlin
11987;Hagenbüchach;hagenbuchach;8022498;80224980;49.536343;10.7678;;;DE;Europe/Berlin
11988;Feucht-Moosbach;feucht-moosbach;8022337;80223370;49.387913;11.260903;;;DE;Europe/Berlin
11989;Haidenaab-Göppmannsbühl;haidenaab-goppmannsbuhl;8026088;80260885;49.885781;11.820041;;;DE;Europe/Berlin
11990;Haiger Obertor;haiger-obertor;8088428;80884288;50.741203;8.201964;;;DE;Europe/Berlin
11991;Hailer-Meerholz;hailer-meerholz;8011046;80110460;50.18967;9.150668;;;DE;Europe/Berlin
11992;Rodgau-Hainhausen;rodgau-hainhausen;8011165;80111658;50.040215;8.875607;;;DE;Europe/Berlin
11993;Hainstadt (Baden);hainstadt-baden;8014158;80141580;49.542707;9.326443;;;DE;Europe/Berlin
11994;Hainburg Hainstadt;hainburg-hainstadt;8011366;80113662;50.078114;8.938136;;;DE;Europe/Berlin
11995;Haitz-Höchst;haitz-hochst;8011047;80110478;50.208637;9.226824;;;DE;Europe/Berlin
11996;Halbmeil;halbmeil;8014507;80145078;48.290753;8.270453;;;DE;Europe/Berlin
11997;Hallbergmoos;hallbergmoos;8020656;80206565;48.309163;11.714337;;;DE;Europe/Berlin
11998;Haldern (Rheinl);haldern-rheinl;8010284;80102848;51.772392;6.456061;;;DE;Europe/Berlin
11999;Halen;halen;8021265;80212654;52.339126;7.945043;;;DE;Europe/Berlin
12000;Halle (Westf);halle-westf;8021487;80214874;52.057511;8.357316;;;DE;Europe/Berlin
12001;Hallstadt (b Bamberg);hallstadt-b-bamberg;8022089;80220897;49.929549;10.885451;;;DE;Europe/Berlin
12002;Halstenbek;halstenbek;8001022;80010223;53.630327;9.839026;;;DE;Europe/Berlin
12003;Haltingen;haltingen;8014424;80144246;47.61284;7.611678;;;DE;Europe/Berlin
12004;Hamburg Airport;hamburg-airport;8085471;80854711;53.633168;10.006405;7626;;DE;Europe/Berlin
12005;Hamburg Holstenstraße;hamburg-holstenstrasse;8001092;80010926;53.561757;9.949737;7626;;DE;Europe/Berlin
12006;Hamburg-Bergedorf;hamburg-bergedorf;8001063;80010637;53.489835;10.206172;7626;;DE;Europe/Berlin
12007;Hamburg-Eidelstedt;hamburg-eidelstedt;8001279;80012799;53.595988;9.906643;7626;;DE;Europe/Berlin
12008;Hamburg-Fischbek;hamburg-fischbek;8087399;80873992;53.474733;9.819564;7626;;DE;Europe/Berlin
12009;Hamburg-Rahlstedt;hamburg-rahlstedt;8001627;80016279;53.604861;10.154394;7626;;DE;Europe/Berlin
12010;Hamburg-Stellingen;hamburg-stellingen;8001297;80012971;53.589759;9.918499;7626;;DE;Europe/Berlin
12011;Hamburg-Wandsbek;hamburg-wandsbek;8001626;80016261;53.569974;10.077222;;;DE;Europe/Berlin
12012;Hamburg-Wilhelmsburg;hamburg-wilhelmsburg;8001042;80010421;53.498267;10.006692;7626;;DE;Europe/Berlin
12013;Hammah;hammah;8001194;80011940;53.612403;9.367658;;;DE;Europe/Berlin
